rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,current_age
352.0,6800.0,Energy,Dannine Avara,59.0,United States,Houston,Pipelines,Energy,United States,False,U,F,1964-03-09 00:00:00,Avara,Dannine,4/4/2023 5:01,1964.0,3.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61.0
352.0,6800.0,Diversified,Silvio Berlusconi & family,86.0,Italy,Milan,Media,Diversified,Italy,True,D,M,1936-09-29 00:00:00,Berlusconi,Silvio,4/4/2023 5:01,1936.0,9.0,29.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,88.0
352.0,6800.0,Gambling & Casinos,Denise Coates,55.0,United Kingdom,Stoke-on-Trent,Online gambling,Gambling & Casinos,United Kingdom,True,U,F,1967-09-26 00:00:00,Coates,Denise,4/4/2023 5:01,1967.0,9.0,26.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,57.0
352.0,6800.0,Energy,Scott Duncan,40.0,United States,Houston,Pipelines,Energy,United States,False,U,M,1982-11-01 00:00:00,Duncan,Scott,4/4/2023 5:01,1982.0,11.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,42.0
352.0,6800.0,Energy,Milane Frantz,53.0,United States,Houston,Pipelines,Energy,United States,False,U,F,1969-08-12 00:00:00,Frantz,Milane,4/4/2023 5:01,1969.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,55.0
352.0,6800.0,Finance & Investments,"Edward Johnson, IV.",58.0,United States,Boston,Fidelity,Finance & Investments,United States,False,U,M,1964-11-18 00:00:00,Johnson,Edward,4/4/2023 5:01,1964.0,11.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60.0
352.0,6800.0,Finance & Investments,Yuri Milner,61.0,United States,Los Altos,Tech investments,Finance & Investments,Israel,True,D,M,1961-11-11 00:00:00,Milner,Yuri,4/4/2023 5:01,1961.0,11.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
352.0,6800.0,Technology,Gordon Moore,94.0,United States,Woodside,Intel,Technology,United States,True,D,M,1929-01-03 00:00:00,Moore,Gordon,4/4/2023 5:01,1929.0,1.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,96.0
352.0,6800.0,Finance & Investments,John Overdeck,53.0,United States,Millburn,Hedge funds,Finance & Investments,United States,True,U,M,1969-12-21 00:00:00,Overdeck,John,4/4/2023 5:01,1969.0,12.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,55.0
352.0,6800.0,Finance & Investments,David Siegel,61.0,United States,Scarsdale,Hedge funds,Finance & Investments,United States,True,U,M,1961-07-15 00:00:00,Siegel,David,4/4/2023 5:01,1961.0,7.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
352.0,6800.0,Diversified,Viktor Vekselberg,65.0,Russia,Moscow,"Metals, investments",Diversified,Russia,True,U,M,1957-04-14 00:00:00,Vekselberg,Viktor,4/4/2023 5:01,1957.0,4.0,14.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,67.0
352.0,6800.0,Technology,Wang Laisheng,58.0,China,Shenzhen,Electronics components,Technology,Hong Kong,True,D,M,1964-12-14 00:00:00,Wang,Laisheng,4/4/2023 5:01,1964.0,12.0,14.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
352.0,6800.0,Energy,Randa Duncan Williams,61.0,United States,Houston,Pipelines,Energy,United States,False,U,F,1961-08-28 00:00:00,Williams,Randa Duncan,4/4/2023 5:01,1961.0,8.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,63.0
365.0,6700.0,Finance & Investments,Ken Fisher,72.0,United States,Dallas,Money management,Finance & Investments,United States,True,U,M,1950-11-29 00:00:00,Fisher,Ken,4/4/2023 5:01,1950.0,11.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
365.0,6700.0,Finance & Investments,Christopher Hohn,56.0,United Kingdom,London,Hedge funds,Finance & Investments,United Kingdom,True,D,M,1966-10-27 00:00:00,Hohn,Christopher,4/4/2023 5:01,1966.0,10.0,27.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,58.0
365.0,6700.0,Manufacturing,Kjeld Kirk Kristiansen,75.0,Denmark,Billund,Lego,Manufacturing,Denmark,False,D,M,1947-12-27 00:00:00,Kristiansen,Kjeld Kirk,4/4/2023 5:01,1947.0,12.0,27.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,77.0
365.0,6700.0,Manufacturing,Sofie Kirk Kristiansen,47.0,Denmark,Billund,Lego,Manufacturing,Denmark,False,D,F,1976-01-01 00:00:00,Kristiansen,Sofie Kirk,4/4/2023 5:01,1976.0,1.0,1.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,49.0
365.0,6700.0,Manufacturing,Thomas Kirk Kristiansen,44.0,Denmark,Billund,Lego,Manufacturing,Denmark,False,D,M,1979-01-01 00:00:00,Kristiansen,Thomas Kirk,4/4/2023 5:01,1979.0,1.0,1.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,46.0
365.0,6700.0,Healthcare,Massimiliana Landini Aleotti & family,80.0,Italy,Fiesole,Pharmaceuticals,Healthcare,Italy,False,U,F,1943-01-01 00:00:00,Landini Aleotti,Massimiliana,4/4/2023 5:01,1943.0,1.0,1.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,82.0
365.0,6700.0,Automotive,Li Ping,55.0,China,Ningde,Batteries,Automotive,Hong Kong,True,D,M,1968-01-01 00:00:00,Li,Ping,4/4/2023 5:01,1968.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57.0
365.0,6700.0,Manufacturing,Lin Jianhua,60.0,China,Hangzhou,Solar panel components,Manufacturing,China,True,Split Family Fortune,M,1962-08-01 00:00:00,Lin,Jianhua,4/4/2023 5:01,1962.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,62.0
365.0,6700.0,Manufacturing,Magdalena Martullo-Blocher,54.0,Switzerland,Feldmeilen,Chemicals,Manufacturing,Switzerland,False,D,F,1969-01-01 00:00:00,Martullo-Blocher,Magdalena,4/4/2023 5:01,1969.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,56.0
365.0,6700.0,Telecom,Xavier Niel,55.0,France,Paris,"Internet, telecom",Telecom,France,True,D,M,1967-08-25 00:00:00,Niel,Xavier,4/4/2023 5:01,1967.0,8.0,25.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,57.0
365.0,6700.0,Energy,Terrence Pegula,72.0,United States,Boca Raton,Natural gas,Energy,United States,True,U,M,1951-03-27 00:00:00,Pegula,Terrence,4/4/2023 5:01,1951.0,3.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74.0
365.0,6700.0,Real Estate,"Edward Roski, Jr.",84.0,United States,Los Angeles,Real estate,Real Estate,United States,False,U,M,1938-12-25 00:00:00,Roski,Edward,4/4/2023 5:01,1938.0,12.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,86.0
365.0,6700.0,Real Estate,John A. Sobrato & family,83.0,United States,Atherton,Real estate,Real Estate,United States,True,U,M,1939-05-23 00:00:00,Sobrato,John A.,4/4/2023 5:01,1939.0,5.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,85.0
365.0,6700.0,Finance & Investments,George Soros,92.0,United States,Katonah,Hedge funds,Finance & Investments,United States,True,D,M,1930-08-12 00:00:00,Soros,George,4/4/2023 5:01,1930.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,94.0
365.0,6700.0,Technology,David Sun,71.0,United States,Irvine,Computer hardware,Technology,United States,True,U,M,1951-10-12 00:00:00,Sun,David,4/4/2023 5:01,1951.0,10.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73.0
365.0,6700.0,Manufacturing,Agnete Kirk Thinggaard,39.0,Denmark,Billund,Lego,Manufacturing,Denmark,False,D,F,1983-05-18 00:00:00,Thinggaard,Agnete Kirk,4/4/2023 5:01,1983.0,5.0,18.0,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,41.0
365.0,6700.0,Technology,John Tu,81.0,United States,Rolling Hills,Computer hardware,Technology,United States,True,U,M,1941-08-12 00:00:00,Tu,John,4/4/2023 5:01,1941.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83.0
365.0,6700.0,Food & Beverage,Xu Shihui,65.0,China,Quanzhou,"Snacks, beverages",Food & Beverage,China,True,D,M,1958-01-01 00:00:00,Xu,Shihui,4/4/2023 5:01,1958.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,67.0
383.0,6600.0,Manufacturing,Rahel Blocher,47.0,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,False,D,F,1976-01-01 00:00:00,Blocher,Rahel,4/4/2023 5:01,1976.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,49.0
383.0,6600.0,Food & Beverage,Bubba Cathy,68.0,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,False,U,M,1954-04-22 00:00:00,Cathy,Bubba,4/4/2023 5:01,1954.0,4.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70.0
383.0,6600.0,Food & Beverage,Dan Cathy,70.0,United States,Atlanta,Chick-fil-A,Food & Beverage,United States,False,U,M,1953-03-01 00:00:00,Cathy,Dan,4/4/2023 5:01,1953.0,3.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,72.0
383.0,6600.0,Food & Beverage,Trudy Cathy White,67.0,United States,Hampton,Chick-fil-A,Food & Beverage,United States,False,U,F,1955-12-17 00:00:00,Cathy White,Trudy,4/4/2023 5:01,1955.0,12.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69.0
383.0,6600.0,Finance & Investments,Bruce Kovner,78.0,United States,New York,Hedge funds,Finance & Investments,United States,True,U,M,1945-02-25 00:00:00,Kovner,Bruce,4/4/2023 5:01,1945.0,2.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80.0
383.0,6600.0,Technology,"Henry Nicholas, III.",63.0,United States,Newport Coast,Semiconductors,Technology,United States,True,U,M,1959-10-08 00:00:00,Nicholas,Henry,4/4/2023 5:01,1959.0,10.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65.0
383.0,6600.0,Finance & Investments,Nadia Thiele,47.0,Germany,Munich,Investments,Finance & Investments,Germany,False,U,F,1976-01-07 00:00:00,Thiele,Nadia,4/4/2023 5:01,1976.0,1.0,7.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,49.0
390.0,6500.0,Finance & Investments,David Bonderman,80.0,United States,Fort Worth,Private equity,Finance & Investments,United States,True,U,M,1942-11-27 00:00:00,Bonderman,David,4/4/2023 5:01,1942.0,11.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82.0
390.0,6500.0,Technology,Melinda French Gates,58.0,United States,Medina,Microsoft,Technology,United States,False,U,F,1964-08-15 00:00:00,French Gates,Melinda,4/4/2023 5:01,1964.0,8.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60.0
390.0,6500.0,Fashion & Retail,Nathan Kirsh,91.0,Eswatini (Swaziland),Ezulwini,"Retail, real estate",Fashion & Retail,Eswatini (Swaziland),True,U,M,1932-01-06 00:00:00,Kirsh,Nathan,4/4/2023 5:01,1932.0,1.0,6.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,93.0
390.0,6500.0,Real Estate,Annette Lerner & family,93.0,United States,Chevy Chase,Real estate,Real Estate,United States,False,N,F,1930-02-27 00:00:00,Lerner,Annette,4/4/2023 5:01,1930.0,2.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,95.0
390.0,6500.0,Real Estate,David Reuben,84.0,United Kingdom,London,"Investments, real estate",Real Estate,United Kingdom,True,D,M,1938-09-01 00:00:00,Reuben,David,4/4/2023 5:01,1938.0,9.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,86.0
390.0,6500.0,Diversified,Simon Reuben,81.0,Monaco,Monaco,"Real estate, investments",Diversified,United Kingdom,True,D,M,1941-05-01 00:00:00,Reuben,Simon,4/4/2023 5:01,1941.0,5.0,1.0,127.75520358306187,4.364169381107492,7184844193.0,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,38964.0,43.7384176,7.4246158,83.0
390.0,6500.0,Real Estate,Radovan Vitek,51.0,Switzerland,Crans Montana,Real estate,Real Estate,Czech Republic,True,U,M,1971-04-22 00:00:00,Vitek,Radovan,4/4/2023 5:01,1971.0,4.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,53.0
397.0,6400.0,Finance & Investments,Carl Bennet,71.0,Sweden,Gothenberg,Investments,Finance & Investments,Sweden,True,D,M,1951-08-19 00:00:00,Bennet,Carl,4/4/2023 5:01,1951.0,8.0,19.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,73.0
397.0,6400.0,Sports,Stephen Bisciotti,62.0,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,True,U,M,1960-04-10 00:00:00,Bisciotti,Stephen,4/4/2023 5:01,1960.0,4.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,64.0
397.0,6400.0,Finance & Investments,Stanley Druckenmiller,69.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,1953-06-14 00:00:00,Druckenmiller,Stanley,4/4/2023 5:01,1953.0,6.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71.0
397.0,6400.0,Healthcare,Jian Jun,59.0,China,Beijing,Biomedical products,Healthcare,China,True,U,F,1963-11-01 00:00:00,Jian,Jun,4/4/2023 5:01,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
397.0,6400.0,Energy,Alexei Kuzmichev,60.0,France,Paris,"Oil, banking, telecom",Energy,Russia,True,U,M,1962-10-15 00:00:00,Kuzmichev,Alexei,4/4/2023 5:01,1962.0,10.0,15.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,62.0
397.0,6400.0,Manufacturing,Dmitry Rybolovlev & family,56.0,Monaco,Monaco,Fertilizer,Manufacturing,Russia,True,D,M,1966-11-22 00:00:00,Rybolovlev,Dmitry,4/4/2023 5:01,1966.0,11.0,22.0,127.75520358306187,4.364169381107492,7184844193.0,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,38964.0,43.7384176,7.4246158,58.0
397.0,6400.0,Finance & Investments,Luis Carlos Sarmiento,90.0,Colombia,Bogota,Banking,Finance & Investments,Colombia,True,D,M,1933-01-27 00:00:00,Sarmiento,Luis Carlos,4/4/2023 5:01,1933.0,1.0,27.0,140.95,3.5,323802808108.0,55.3,114.5,77.1,14.4,71.2,50339443.0,4.570868,-74.297333,92.0
397.0,6400.0,Logistics,Dennis Washington,88.0,United States,Missoula,"Construction, mining",Logistics,United States,True,D,M,1934-07-27 00:00:00,Washington,Dennis,4/4/2023 5:01,1934.0,7.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90.0
405.0,6300.0,Construction & Engineering,Anthony Bamford & family,77.0,United Kingdom,Gloucestershire,Construction equipment,Construction & Engineering,United Kingdom,False,U,M,1945-10-23 00:00:00,Bamford,Anthony,4/4/2023 5:01,1945.0,10.0,23.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,79.0
405.0,6300.0,Energy,Gao Jifan & family,58.0,China,Changzhou,Solar equipment,Energy,China,True,D,M,1965-01-01 00:00:00,Gao,Jifan,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60.0
405.0,6300.0,Finance & Investments,John Grayken,66.0,United Kingdom,London,Private equity,Finance & Investments,Ireland,True,D,M,1956-06-01 00:00:00,Grayken,John,4/4/2023 5:01,1956.0,6.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,68.0
405.0,6300.0,Healthcare,Alain Merieux & family,85.0,France,Lyon,Pharmaceuticals,Healthcare,France,False,D,M,1938-01-01 00:00:00,Merieux,Alain,4/4/2023 5:01,1938.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,87.0
405.0,6300.0,Energy,Wang Yusuo & family,59.0,China,Langfang,Natural gas distribution,Energy,China,True,U,M,1964-03-11 00:00:00,Wang,Yusuo,4/4/2023 5:01,1964.0,3.0,11.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
405.0,6300.0,Manufacturing,Stef Wertheimer & family,96.0,Israel,Tel Aviv,Metalworking tools,Manufacturing,Israel,True,U,M,1926-07-16 00:00:00,Wertheimer,Stef,4/4/2023 5:01,1926.0,7.0,16.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,98.0
411.0,6200.0,Food & Beverage,Maria Asuncion Aramburuzabala & family,59.0,Mexico,Mexico City,"Beer, investments",Food & Beverage,Mexico,False,E,F,1963-05-02 00:00:00,Aramburuzabala,Maria Asuncion,4/4/2023 5:01,1963.0,5.0,2.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,61.0
411.0,6200.0,Diversified,Gustaf Douglas,85.0,Sweden,Stockholm,Investments,Diversified,Sweden,True,D,M,1938-03-03 00:00:00,Douglas,Gustaf,4/4/2023 5:01,1938.0,3.0,3.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,87.0
411.0,6200.0,Service,Frits Goldschmeding,89.0,Netherlands,Amsterdam,Temp agency,Service,Netherlands,True,U,M,1933-08-02 00:00:00,Goldschmeding,Frits,4/4/2023 5:01,1933.0,8.0,2.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,91.0
411.0,6200.0,Food & Beverage,Lin Muqin & family,59.0,China,Shenzhen,Beverages,Food & Beverage,China,True,U,M,1964-01-01 00:00:00,Lin,Muqin,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
411.0,6200.0,Manufacturing,Ruan Liping,59.0,China,Ningbo,Power strips,Manufacturing,Hong Kong,True,U,M,1964-01-01 00:00:00,Ruan,Liping,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61.0
411.0,6200.0,Manufacturing,Ruan Xueping,51.0,China,Ningbo,Power strip,Manufacturing,Hong Kong,True,U,M,1972-01-01 00:00:00,Ruan,Xueping,4/4/2023 5:01,1972.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,53.0
411.0,6200.0,Finance & Investments,Michal Solowow,60.0,Poland,Kielce,Investments,Finance & Investments,Poland,True,E,M,1962-07-11 00:00:00,Solowow,Michal,4/4/2023 5:01,1962.0,7.0,11.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,62.0
418.0,6100.0,Diversified,Mike Adenuga,69.0,Nigeria,Lagos,"Telecom, oil",Diversified,Nigeria,True,D,M,1953-04-29 00:00:00,Adenuga,Mike,4/4/2023 5:01,1953.0,4.0,29.0,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,71.0
418.0,6100.0,Finance & Investments,Tom Gores,58.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,U,M,1964-07-31 00:00:00,Gores,Tom,4/4/2023 5:01,1964.0,7.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60.0
418.0,6100.0,Fashion & Retail,Michael Herz,79.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,M,1943-09-28 00:00:00,Herz,Michael,4/4/2023 5:01,1943.0,9.0,28.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,81.0
418.0,6100.0,Fashion & Retail,Wolfgang Herz,72.0,Germany,Hamburg,Coffee,Fashion & Retail,Germany,False,U,M,1951-01-01 00:00:00,Herz,Wolfgang,4/4/2023 5:01,1951.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,74.0
418.0,6100.0,Energy,Michael Kadoorie,81.0,Hong Kong,Hong Kong,"Hotels, energy",Energy,Hong Kong,False,D,M,1941-07-19 00:00:00,Kadoorie,Michael,4/4/2023 5:01,1941.0,7.0,19.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,83.0
418.0,6100.0,Telecom,Sunil Mittal,65.0,United States,New York,Telecom,Telecom,India,True,Split Family Fortune,M,1957-10-23 00:00:00,Mittal,Sunil,4/4/2023 5:01,1957.0,10.0,23.0,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,67.0
418.0,6100.0,Technology,Zhou Qunfei,53.0,Hong Kong,Hong Kong,Smartphone screens,Technology,Hong Kong,True,D,F,1965-01-01 00:00:00,Zhou,Qunfei,4/4/2023 5:01,1957.1833073322932,5.740249609984399,12.09984399375975,127.75520358306187,4.364169381107492,11582873303921.562,67.22567127746136,102.85851972346481,78.12282343368594,12.546235246235245,43.963344182262006,510205317.8392569,34.90359153606624,12.583155795072697,67.19695787831513
425.0,6000.0,Metals & Mining,Alexander Abramov,64.0,Russia,Moscow,"Steel, mining",Metals & Mining,Russia,True,U,M,1959-02-20 00:00:00,Abramov,Alexander,4/4/2023 5:01,1959.0,2.0,20.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,66.0
425.0,6000.0,Real Estate,Rene Benko,46.0,Austria,New York,"Real estate, retail",Real Estate,Austria,True,U,M,1977-03-20 00:00:00,Benko,Rene,4/4/2023 5:01,1977.0,3.0,20.0,118.06,1.5,446314739528.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,48.0
425.0,6000.0,Real Estate,Neil Bluhm,85.0,United States,Chicago,Real estate,Real Estate,United States,True,U,M,1938-01-12 00:00:00,Bluhm,Neil,4/4/2023 5:01,1938.0,1.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,87.0
425.0,6000.0,Fashion & Retail,Alain Bouchard,74.0,Canada,Montreal,Convinience stores,Fashion & Retail,Canada,True,U,M,1949-02-18 00:00:00,Bouchard,Alain,4/4/2023 5:01,1949.0,2.0,18.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,76.0
425.0,6000.0,Technology,Jay Chaudhry,63.0,United States,Reno,Security software,Technology,United States,True,D,M,1959-08-26 00:00:00,Chaudhry,Jay,4/4/2023 5:01,1959.0,8.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,65.0
425.0,6000.0,Fashion & Retail,Gopikishan Damani,65.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,M,1958-01-01 00:00:00,Damani,Gopikishan,4/4/2023 5:01,1958.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,67.0
